# source, target, _graphml_edge_id, bridge, crs, geometry, highway, lanes, length, name, oneway, osmid, ref, simplified, streets_per_node
201,192,0,,,"LINESTRING (-85.24584400000001 31.56317, -85.24556800000001 31.56318, -85.245543 31.563181, -85.244856 31.563155, -85.244342 31.563128, -85.244204 31.563125)",residential,,155.56900000000002,East Alabama Street,False,7712655,,,
201,307,0,,,"LINESTRING (-85.24584400000001 31.56317, -85.24568499999999 31.563051, -85.24564100000001 31.563012, -85.245564 31.562945, -85.24414 31.561579, -85.24397999999999 31.56144)",secondary,,261.304,Columbia Road,False,7716770,SR 95,,
201,202,0,,,"LINESTRING (-85.24584400000001 31.56317, -85.24596099999999 31.563202, -85.246042 31.563231, -85.246657 31.563331)",secondary,,79.286,East Alabama Street,False,107903749,SR 95,,
202,265,0,,,"LINESTRING (-85.246657 31.563331, -85.24673900000001 31.563478, -85.246758 31.563547, -85.247015 31.564778, -85.24703599999999 31.56491)",secondary,,179.82100000000003,Columbia Road,False,7716771,AL 95,,
202,203,0,,,"LINESTRING (-85.246657 31.563331, -85.24681200000001 31.563321, -85.247353 31.563334, -85.24786400000001 31.563354, -85.248115 31.563355)",residential,,138.252,East Alabama Street,False,107903746,,,
202,201,0,,,"LINESTRING (-85.246657 31.563331, -85.246042 31.563231, -85.24596099999999 31.563202, -85.24584400000001 31.56317)",secondary,,79.286,East Alabama Street,False,107903749,SR 95,,
203,287,0,,,"LINESTRING (-85.248115 31.563355, -85.248217 31.562319, -85.24823000000001 31.562099, -85.248243 31.561964)",residential,,155.159,Racetrack Road,False,7714173,,,
203,204,0,,,"LINESTRING (-85.248115 31.563355, -85.248206 31.56336, -85.248803 31.563373, -85.248958 31.563383)",residential,,79.949,East Alabama Street,False,107903746,,,
203,202,0,,,"LINESTRING (-85.248115 31.563355, -85.24786400000001 31.563354, -85.247353 31.563334, -85.24681200000001 31.563321, -85.246657 31.563331)",residential,,138.252,East Alabama Street,False,107903746,,,
204,266,0,,,"LINESTRING (-85.248958 31.563383, -85.248935 31.563545, -85.248808 31.565026)",residential,,183.264,Elm Street,False,7713976,,,
204,205,0,,,"LINESTRING (-85.248958 31.563383, -85.249881 31.563419, -85.250349 31.563443, -85.25082399999999 31.563458)",residential,,176.99699999999999,East Alabama Street,False,107903746,,,
204,203,0,,,"LINESTRING (-85.248958 31.563383, -85.248803 31.563373, -85.248206 31.56336, -85.248115 31.563355)",residential,,79.949,East Alabama Street,False,107903746,,,
205,158,0,,,"LINESTRING (-85.25082399999999 31.563458, -85.250737 31.563635, -85.250685 31.563772, -85.25064 31.563912, -85.250607 31.564055, -85.250585 31.5642, -85.25057 31.564419, -85.250547 31.565004, -85.250542 31.565097)",secondary,,185.783,Kirkland Street,False,7712726,SR 27,,
205,213,0,,,"LINESTRING (-85.25082399999999 31.563458, -85.250927 31.563317, -85.25102200000001 31.563196, -85.251159 31.56305)",secondary,,55.442,Kirkland Street,False,7712726,SR 27,,
205,204,0,,,"LINESTRING (-85.25082399999999 31.563458, -85.250349 31.563443, -85.249881 31.563419, -85.248958 31.563383)",residential,,176.99699999999999,East Alabama Street,False,107903746,,,
206,207,0,,,"LINESTRING (-85.257901 31.572511, -85.25784899999999 31.572659, -85.25767500000001 31.573409)",residential,,102.188,Catherine Drive,False,7712718,,,
206,251,0,,,"LINESTRING (-85.257901 31.572511, -85.258009 31.572569, -85.25814800000001 31.572653, -85.258415 31.572833, -85.258731 31.57308, -85.259022 31.573348, -85.259304 31.573623, -85.26004 31.574375)",primary,2,291.196,East Washington Street,False,107903673,AL 10,,
206,250,0,,,"LINESTRING (-85.257901 31.572511, -85.25771899999999 31.572415, -85.257336 31.572251, -85.256939 31.572117, -85.256528 31.572014, -85.255937 31.571911, -85.255717 31.571885)",primary,2,220.119,East Washington Street,False,107903673,AL 10,,
207,208,0,,,"LINESTRING (-85.25767500000001 31.573409, -85.25761799999999 31.573661, -85.257616 31.573732, -85.257628 31.573803, -85.257651 31.573873, -85.257688 31.57394, -85.257803 31.574097)",residential,,81.304,Catherine Drive,False,7712718,,,
207,206,0,,,"LINESTRING (-85.25767500000001 31.573409, -85.25784899999999 31.572659, -85.257901 31.572511)",residential,,102.188,Catherine Drive,False,7712718,,,
207,301,0,,,"LINESTRING (-85.25767500000001 31.573409, -85.257509 31.573379, -85.257419 31.573368, -85.256246 31.573156, -85.255633 31.573052)",residential,,197.499,Gordon Drive,False,7716760,,,
208,209,0,,,"LINESTRING (-85.257803 31.574097, -85.257903 31.574191, -85.25878400000001 31.575092, -85.258899 31.575178)",residential,,158.999,Catherine Drive,False,7712718,,,
208,207,0,,,"LINESTRING (-85.257803 31.574097, -85.257688 31.57394, -85.257651 31.573873, -85.257628 31.573803, -85.257616 31.573732, -85.25761799999999 31.573661, -85.25767500000001 31.573409)",residential,,81.304,Catherine Drive,False,7712718,,,
208,302,0,,,"LINESTRING (-85.257803 31.574097, -85.25768100000001 31.574196, -85.257616 31.574243, -85.2574 31.574363, -85.257234 31.574404, -85.25706099999999 31.574412, -85.25680800000001 31.57438, -85.256387 31.574314, -85.25568199999999 31.574188)",residential,,214.277,Alberta Drive,False,7716630,,,
209,208,0,,,"LINESTRING (-85.258899 31.575178, -85.25878400000001 31.575092, -85.257903 31.574191, -85.257803 31.574097)",residential,,158.999,Catherine Drive,False,7712718,,,
209,140,0,,,"LINESTRING (-85.258899 31.575178, -85.25896 31.57525, -85.259401 31.575697, -85.259687 31.575972, -85.25996499999999 31.576254, -85.260234 31.576537, -85.26035400000001 31.576643, -85.260498 31.576721, -85.260666 31.576748, -85.260921 31.576737)",residential,,270.02199999999993,M L Tillis Drive,False,7713004,,,
209,251,0,,,"LINESTRING (-85.258899 31.575178, -85.258976 31.575128, -85.259894 31.574472, -85.26004 31.574375)",residential,,140.219,Marianna Drive,False,7715330,,,
209,14,0,,,"LINESTRING (-85.258899 31.575178, -85.258844 31.57522, -85.25870999999999 31.575308, -85.258638 31.575348, -85.258488 31.575414, -85.258324 31.575452, -85.25790000000001 31.575486, -85.257475 31.575508, -85.25704899999999 31.575524, -85.256725 31.575535)",residential,,215.055,Marianna Drive,False,7715330,,,
210,211,0,,,"LINESTRING (-85.253384 31.560465, -85.253333 31.560588, -85.253134 31.560992, -85.253062 31.561127, -85.25298100000001 31.561256, -85.252903 31.561367)",secondary,,110.368,Kirkland Street,False,7712726,SR 27,,
210,293,0,,,"LINESTRING (-85.253384 31.560465, -85.253366 31.560344, -85.253393 31.560124)",tertiary,,38.158,Henry County 99,False,7714212,,,
210,349,0,,,"LINESTRING (-85.253384 31.560465, -85.253494 31.560392, -85.25357700000001 31.560275, -85.25363 31.56018, -85.253609 31.560131)",secondary,,45.907999999999994,Ozark Road,True,7716718,SR 27,,
211,212,0,,,"LINESTRING (-85.252903 31.561367, -85.25280100000001 31.561508, -85.252701 31.561628, -85.252593 31.561743, -85.252281 31.562039)",secondary,,95.40100000000001,Kirkland Street,False,7712726,SR 27,,
211,210,0,,,"LINESTRING (-85.252903 31.561367, -85.25298100000001 31.561256, -85.253062 31.561127, -85.253134 31.560992, -85.253333 31.560588, -85.253384 31.560465)",secondary,,110.368,Kirkland Street,False,7712726,SR 27,,
211,305,0,,,"LINESTRING (-85.252903 31.561367, -85.252735 31.561332, -85.251802 31.56128)",residential,,104.97399999999999,Ash Drive,False,7714548,,,
212,213,0,,,"LINESTRING (-85.252281 31.562039, -85.251655 31.562605, -85.25124 31.562974, -85.251159 31.56305)",secondary,,154.724,Kirkland Street,False,7712726,SR 27,,
212,211,0,,,"LINESTRING (-85.252281 31.562039, -85.252593 31.561743, -85.252701 31.561628, -85.25280100000001 31.561508, -85.252903 31.561367)",secondary,,95.40100000000001,Kirkland Street,False,7712726,SR 27,,
212,330,0,,,"LINESTRING (-85.252281 31.562039, -85.252532 31.562082, -85.253303 31.562108, -85.253486 31.562133, -85.25349 31.56221, -85.253438 31.563021, -85.253418 31.563165, -85.253412 31.563295)",residential,,244.399,Pine Street,False,7715977,,,
213,205,0,,,"LINESTRING (-85.251159 31.56305, -85.25102200000001 31.563196, -85.250927 31.563317, -85.25082399999999 31.563458)",secondary,,55.44200000000001,Kirkland Street,False,7712726,SR 27,,
213,212,0,,,"LINESTRING (-85.251159 31.56305, -85.25124 31.562974, -85.251655 31.562605, -85.252281 31.562039)",secondary,,154.724,Kirkland Street,False,7712726,SR 27,,
213,186,0,,,"LINESTRING (-85.251159 31.56305, -85.251279 31.563137, -85.251362 31.563156, -85.251616 31.563176, -85.251957 31.563191, -85.252076 31.563202)",residential,,90.931,West Alabama Street,False,7715722,,,
214,68,0,,,"LINESTRING (-85.250449 31.56738, -85.250389 31.568591, -85.250384 31.568782)",secondary,,156.021,Kirkland Street,False,7712726,SR 27,,
214,158,0,,,"LINESTRING (-85.250449 31.56738, -85.25048 31.566614, -85.250535 31.56537, -85.250542 31.565097)",secondary,,254.01500000000001,Kirkland Street,False,7712726,SR 27,,
214,279,0,,,"LINESTRING (-85.250449 31.56738, -85.250314 31.567368, -85.24978299999999 31.567334, -85.248859 31.567276, -85.248778 31.567266, -85.248661 31.567258)",residential,,169.96,E College,False,7715347,,,
214,188,0,,,"LINESTRING (-85.250449 31.56738, -85.250829 31.567392, -85.251428 31.567413, -85.251769 31.567431, -85.251884 31.567429)",residential,,136.09,W College,False,7715590,,,
215,68,0,,,,secondary,,77.693,Kirkland Street,False,7712726,SR 27,,
215,216,0,,,"LINESTRING (-85.250347 31.56948, -85.250304 31.570425, -85.250293 31.570644, -85.250264 31.570896)",secondary,,157.68800000000002,Kirkland Street,False,7712726,SR 27,,
215,242,0,,,"LINESTRING (-85.250347 31.56948, -85.25019500000001 31.569471, -85.24950800000001 31.569459)",residential,,79.534,East Kelly,False,7713106,,,
215,189,0,,,"LINESTRING (-85.250347 31.56948, -85.250623 31.56949, -85.25070599999999 31.5695, -85.251047 31.569517, -85.25178699999999 31.569536)",residential,,136.61399999999998,West Kelly,False,7713582,,,
216,217,0,,,,secondary,,77.969,Kirkland Street,False,7712726,SR 27,,
216,215,0,,,"LINESTRING (-85.250264 31.570896, -85.250293 31.570644, -85.250304 31.570425, -85.250347 31.56948)",secondary,,157.688,Kirkland Street,False,7712726,SR 27,,
216,296,0,,,"LINESTRING (-85.250264 31.570896, -85.25012700000001 31.570902, -85.249529 31.570883, -85.249441 31.570874)",residential,,78.08500000000001,East Williams Street,False,7714348,,,
216,190,0,,,"LINESTRING (-85.250264 31.570896, -85.250642 31.570903, -85.251071 31.570917, -85.251498 31.570937, -85.251716 31.570944)",residential,,137.672,West Williams Street,False,7716584,,,
217,216,0,,,,secondary,,77.969,Kirkland Street,False,7712726,SR 27,,
217,185,0,,,,primary,2,134.399,East Washington Street,False,107903673,AL 10,,
217,249,0,,,"LINESTRING (-85.25021599999999 31.571596, -85.249932 31.571582, -85.249421 31.571556)",primary,2,75.447,East Washington Street,False,107903673,AL 10,,
218,219,0,,,"LINESTRING (-85.283306 31.575437, -85.283198 31.575569, -85.28313300000001 31.575617, -85.282921 31.575858)",residential,,59.528999999999996,County Road 45,False,7712783,,,
218,225,0,,,"LINESTRING (-85.283306 31.575437, -85.28340300000001 31.57536, -85.283463 31.575307, -85.283647 31.575153, -85.28370200000001 31.575109)",residential,,52.33,Singletary Road,False,7712915,,,
218,220,0,,,"LINESTRING (-85.283306 31.575437, -85.283097 31.575462, -85.28301399999999 31.575477, -85.282758 31.575479)",residential,,52.284,Singletary Road,False,7712915,,,
219,136,0,,,"LINESTRING (-85.282921 31.575858, -85.28280700000001 31.576003, -85.282634 31.576252, -85.282552 31.57638, -85.28233 31.576775, -85.28181600000001 31.577783, -85.281204 31.579, -85.281071 31.579221, -85.28103900000001 31.579256)",residential,,418.465,County Road 45,False,7712783,,,
219,218,0,,,"LINESTRING (-85.282921 31.575858, -85.28313300000001 31.575617, -85.283198 31.575569, -85.283306 31.575437)",residential,,59.528999999999996,County Road 45,False,7712783,,,
219,220,0,,,"LINESTRING (-85.282921 31.575858, -85.282881 31.575696, -85.282758 31.575479)",residential,,45.203,County Road 45,False,7712784,,,
220,219,0,,,"LINESTRING (-85.282758 31.575479, -85.282881 31.575696, -85.282921 31.575858)",residential,,45.203,County Road 45,False,7712784,,,
220,218,0,,,"LINESTRING (-85.282758 31.575479, -85.28301399999999 31.575477, -85.283097 31.575462, -85.283306 31.575437)",residential,,52.28399999999999,Singletary Road,False,7712915,,,
220,235,0,,,"LINESTRING (-85.282758 31.575479, -85.2826067 31.5754435, -85.282263 31.575363, -85.28210300000001 31.575313, -85.28194499999999 31.575255, -85.281634 31.575132, -85.280942 31.574843, -85.28072299999999 31.574742)",residential,,210.159,Singletary Road,False,7712915,,,
221,222,0,,,"LINESTRING (-85.290525 31.549438, -85.290556 31.549661, -85.29052 31.549806, -85.28982000000001 31.551783, -85.289463 31.552788, -85.28898599999999 31.554131, -85.288631 31.555153)",residential,,662.371,County Road 45,False,7712785,,,
221,122,0,,,"LINESTRING (-85.290525 31.549438, -85.2902874 31.5496606, -85.290003 31.5498594, -85.289781 31.550049, -85.289509 31.550223, -85.289367 31.550304, -85.289221 31.550379, -85.289072 31.550447, -85.288764 31.550572, -85.288445 31.550675, -85.28828300000001 31.550718, -85.288118 31.550755, -85.287869 31.550803, -85.287702 31.55083, -85.28753500000001 31.550851, -85.28719700000001 31.550877, -85.28702699999999 31.550883, -85.286517 31.55089, -85.28600400000001 31.55088, -85.285663 31.550876, -85.285191 31.550849)",secondary,,554.257,,False,7714648,SR 27,,
222,223,0,,,"LINESTRING (-85.288631 31.555153, -85.28827 31.55616, -85.287654 31.557908, -85.28751699999999 31.558329, -85.287392 31.558754, -85.287316 31.559039, -85.287229 31.559395, -85.287154 31.559755, -85.287088 31.560116, -85.287042 31.560406, -85.28698 31.560915, -85.28695 31.561283, -85.28693800000001 31.561392, -85.286935 31.56142, -85.28693199999999 31.561447)",residential,,720.3139999999999,County Road 45,False,7712785,,,
222,221,0,,,"LINESTRING (-85.288631 31.555153, -85.28898599999999 31.554131, -85.289463 31.552788, -85.28982000000001 31.551783, -85.29052 31.549806, -85.290556 31.549661, -85.290525 31.549438)",residential,,662.3710000000001,County Road 45,False,7712785,,,
222,281,0,,,"LINESTRING (-85.288631 31.555153, -85.2883784 31.5550743, -85.288146 31.555028, -85.28797900000001 31.555003, -85.287643 31.554969, -85.285944 31.55485, -85.28584600000001 31.554842, -85.28543500000001 31.55481, -85.28483900000001 31.554768, -85.283732 31.554686, -85.28356100000001 31.554667, -85.28348200000001 31.554655, -85.28341 31.554636, -85.283225 31.554576)",residential,,517.9849999999999,Westpoint Cutoff,False,7714578,,,
223,101,0,,,"LINESTRING (-85.28693199999999 31.561447, -85.28685400000001 31.562425, -85.28663400000001 31.565117, -85.286502 31.566869, -85.286317 31.56917)",residential,,860.7370000000001,County Road 45,False,7712785,,,
223,222,0,,,"LINESTRING (-85.28693199999999 31.561447, -85.286935 31.56142, -85.28693800000001 31.561392, -85.28695 31.561283, -85.28698 31.560915, -85.287042 31.560406, -85.287088 31.560116, -85.287154 31.559755, -85.287229 31.559395, -85.287316 31.559039, -85.287392 31.558754, -85.28751699999999 31.558329, -85.287654 31.557908, -85.28827 31.55616, -85.288631 31.555153)",residential,,720.314,County Road 45,False,7712785,,,
223,345,0,,,"LINESTRING (-85.28693199999999 31.561447, -85.28667539999999 31.5614537, -85.28664000000001 31.561454, -85.286603 31.56146, -85.286475 31.561482, -85.286306 31.5615, -85.28588499999999 31.561532, -85.28580100000001 31.561544, -85.28555299999999 31.561596, -85.28530499999999 31.561639, -85.285135 31.561651, -85.284966 31.561652, -85.28428599999999 31.561603, -85.28403 31.561582, -85.283946 31.561572, -85.283863 31.561552, -85.283784 31.561522, -85.28371300000001 31.561482, -85.28363899999999 31.561446, -85.28355999999999 31.561419, -85.283478 31.561401, -85.283309 31.561381, -85.28313900000001 31.56137, -85.282883 31.561345)",residential,,390.6110000000001,Barnes Lane,False,7716606,,,
224,225,0,,,"LINESTRING (-85.28551899999999 31.573273, -85.285442 31.573401, -85.28535599999999 31.573531, -85.28517100000001 31.573777, -85.284972 31.574014, -85.284868 31.57413, -85.284756 31.574242, -85.28452 31.574453, -85.284148 31.574756, -85.28370200000001 31.575109)",residential,,268.901,County Road 45,False,7712785,,,
224,92,0,,,"LINESTRING (-85.28551899999999 31.573273, -85.28566600000001 31.573013, -85.285828 31.572672, -85.28593600000001 31.572394, -85.28598 31.572252, -85.28603699999999 31.572038, -85.28607 31.571894, -85.286096 31.571749, -85.286135 31.571459, -85.28617300000001 31.571004)",residential,,262.093,County Road 45,False,7712785,,,
224,91,0,,,"LINESTRING (-85.28551899999999 31.573273, -85.285608 31.573322, -85.28569299999999 31.573338, -85.286036 31.573347, -85.28612200000001 31.573346, -85.286722 31.573358, -85.2873282 31.5733793, -85.28791699999999 31.5734, -85.288341 31.573413, -85.288421 31.573397, -85.288487 31.573351, -85.288539 31.573215, -85.28855799999999 31.57307, -85.288594 31.572485, -85.288633 31.572049, -85.288663 31.571463, -85.288668 31.571293)",residential,,515.1800000000001,Ind Road,False,7716520,,,
225,224,0,,,"LINESTRING (-85.28370200000001 31.575109, -85.284148 31.574756, -85.28452 31.574453, -85.284756 31.574242, -85.284868 31.57413, -85.284972 31.574014, -85.28517100000001 31.573777, -85.28535599999999 31.573531, -85.285442 31.573401, -85.28551899999999 31.573273)",residential,,268.90099999999995,County Road 45,False,7712785,,,
225,236,0,,,"LINESTRING (-85.28370200000001 31.575109, -85.284487 31.575199, -85.285191 31.575322, -85.285518 31.57546)",residential,,177.68599999999998,Singletary Road,False,7712915,,,
225,218,0,,,"LINESTRING (-85.28370200000001 31.575109, -85.283647 31.575153, -85.283463 31.575307, -85.28340300000001 31.57536, -85.283306 31.575437)",residential,,52.330000000000005,Singletary Road,False,7712915,,,
226,227,0,,,"LINESTRING (-85.236121 31.563623, -85.236324 31.563632, -85.23701 31.563653, -85.23726000000001 31.563666)",residential,,108.02600000000001,Gilliam Street,False,7712787,,,
226,297,0,,,"LINESTRING (-85.236121 31.563623, -85.236138 31.56323, -85.236148 31.562861, -85.236155 31.56273, -85.236177 31.562347)",residential,,141.99200000000002,"['South Hamilton Street', 'Hamilton Street']",False,"[7716008, 7714390]",,,
226,332,0,,,"LINESTRING (-85.236121 31.563623, -85.23611699999999 31.563896, -85.23607699999999 31.564997, -85.236053 31.565437, -85.236051 31.56551)",residential,,209.941,Hamilton Street,False,7716008,,,
227,228,0,,,"LINESTRING (-85.23726000000001 31.563666, -85.23735499999999 31.563664, -85.23786699999999 31.563679, -85.238293 31.563682, -85.23854900000001 31.563662, -85.238715 31.563624, -85.238874 31.563569, -85.23918 31.563436, -85.23934199999999 31.563391, -85.23951099999999 31.563386, -85.23993900000001 31.563391, -85.240025 31.563398, -85.240167 31.563421)",residential,,281.952,Gilliam Street,False,7712787,,,
227,226,0,,,"LINESTRING (-85.23726000000001 31.563666, -85.23701 31.563653, -85.236324 31.563632, -85.236121 31.563623)",residential,,108.02600000000001,Gilliam Street,False,7712787,,,
227,273,0,,,"LINESTRING (-85.23726000000001 31.563666, -85.237238 31.56397, -85.23719800000001 31.565075, -85.23720299999999 31.565367, -85.23719699999999 31.565542)",residential,,208.736,Bryant Street,False,7713796,,,
227,261,0,,,"LINESTRING (-85.23726000000001 31.563666, -85.23729299999999 31.562455, -85.23729400000001 31.562428, -85.23729400000001 31.562353)",residential,,146.03799999999998,"['Bryant Drive', 'Bryant Street']",False,"[7713312, 7713796]",,,
228,229,0,,,"LINESTRING (-85.240167 31.563421, -85.24040100000001 31.563445, -85.240657 31.563464, -85.24150400000001 31.563551, -85.24201100000001 31.563609, -85.24217400000001 31.563632)",residential,,191.628,Gilliam Street,False,7712787,,,
228,227,0,,,"LINESTRING (-85.240167 31.563421, -85.240025 31.563398, -85.23993900000001 31.563391, -85.23951099999999 31.563386, -85.23934199999999 31.563391, -85.23918 31.563436, -85.238874 31.563569, -85.238715 31.563624, -85.23854900000001 31.563662, -85.238293 31.563682, -85.23786699999999 31.563679, -85.23735499999999 31.563664, -85.23726000000001 31.563666)",residential,,281.952,Gilliam Street,False,7712787,,,
228,238,0,,,"LINESTRING (-85.240167 31.563421, -85.240163 31.563536, -85.240166 31.563975, -85.24015900000001 31.564709, -85.24014099999999 31.56544, -85.24011 31.565962, -85.240118 31.566166, -85.240183 31.5669, -85.2402 31.567211)",residential,,421.81100000000004,Phillips Street,False,7712972,,,
229,230,0,,,"LINESTRING (-85.24217400000001 31.563632, -85.242437 31.563662, -85.242588 31.563671)",residential,,39.481,Gilliam Street,False,7712787,,,
229,228,0,,,"LINESTRING (-85.24217400000001 31.563632, -85.24201100000001 31.563609, -85.24150400000001 31.563551, -85.240657 31.563464, -85.24040100000001 31.563445, -85.240167 31.563421)",residential,,191.628,Gilliam Street,False,7712787,,,
229,200,0,,,"LINESTRING (-85.24217400000001 31.563632, -85.242171 31.563526, -85.24135699999999 31.563035, -85.24133399999999 31.56292)",residential,,119.254,South Bryant Street,False,7716338,,,
229,325,0,,,"LINESTRING (-85.24217400000001 31.563632, -85.242104 31.564098, -85.242091 31.564248)",residential,,68.965,Clark Street,False,7716593,,,
230,193,0,,,"LINESTRING (-85.242588 31.563671, -85.242779 31.563686, -85.24320899999999 31.563695, -85.243976 31.563745, -85.244158 31.563753)",residential,,149.07399999999998,Gilliam Street,False,7712787,,,
230,229,0,,,"LINESTRING (-85.242588 31.563671, -85.242437 31.563662, -85.24217400000001 31.563632)",residential,,39.481,Gilliam Street,False,7712787,,,
230,300,0,,,"LINESTRING (-85.242588 31.563671, -85.242569 31.563954, -85.24256699999999 31.563978, -85.24256200000001 31.564226)",residential,,61.775,Hall Street,False,7714462,,,
231,271,0,,,"LINESTRING (-85.234352 31.592588, -85.23437699999999 31.592762, -85.23439 31.592819)",secondary,,25.949,,False,6226116,AL 95,,
231,270,0,,,"LINESTRING (-85.234352 31.592588, -85.234358 31.592334, -85.234353 31.592264, -85.234359 31.591899, -85.234391 31.591535, -85.234453 31.591173, -85.234544 31.590815, -85.234663 31.590466, -85.234809 31.590122, -85.234979 31.589787, -85.23516100000001 31.589455, -85.23613 31.58782, -85.236329 31.587496, -85.236536 31.587175, -85.236754 31.58686, -85.23698 31.586547, -85.237212 31.586241, -85.23745099999999 31.585939, -85.23751900000001 31.585857, -85.23794599999999 31.585342, -85.240408 31.58236, -85.240471 31.58228, -85.240646 31.582057, -85.240878 31.581749, -85.24109900000001 31.581437, -85.241314 31.58112, -85.241405 31.580983, -85.24173399999999 31.580485, -85.24194799999999 31.580163, -85.24445 31.576401, -85.244559 31.576249)",secondary,,2080.5229999999997,Eufaula Highway,False,"[7716145, 6226116, 7713469]","['AL 95', 'SR 95']",,
231,34,0,,,"LINESTRING (-85.234352 31.592588, -85.23414699999999 31.592485, -85.233805 31.592263, -85.23000999999999 31.589866, -85.229319 31.589433, -85.228979 31.58921, -85.228652 31.588973, -85.228353 31.588709, -85.228185 31.588525)",residential,,740.0319999999999,County Road 47,False,7712901,,,
232,233,0,,,,residential,,14.0,Singletary Road,False,7712915,,,
232,240,0,,,"LINESTRING (-85.262237 31.576252, -85.262365 31.576333, -85.262711 31.576503)",primary,2,52.94200000000001,East Washington Street,False,107903673,AL 10,,
232,251,0,,,"LINESTRING (-85.262237 31.576252, -85.26217200000001 31.576231, -85.26209799999999 31.576191, -85.261889 31.576064, -85.26155900000001 31.57583, -85.26125 31.575577, -85.260963 31.575304, -85.26004 31.574375)",primary,2,296.568,East Washington Street,False,107903673,AL 10,,
233,232,0,,,,residential,,14.0,Singletary Road,False,7712915,,,
233,145,0,,,"LINESTRING (-85.262322 31.576149, -85.262359 31.576034, -85.262368 31.575961, -85.262367 31.57574, -85.262381 31.57501, -85.262394 31.57468, -85.26240900000001 31.574276, -85.26249 31.572437)",residential,,413.47,Singletary Road,False,7712915,,,
233,252,0,,,"LINESTRING (-85.262322 31.576149, -85.262744 31.576249, -85.263159 31.576343, -85.263578 31.576427, -85.264081 31.576532, -85.264156 31.576568, -85.264207 31.576628, -85.26423200000001 31.576697, -85.264242 31.57677, -85.264236 31.576915, -85.264225 31.576987, -85.26418200000001 31.577165)",residential,,249.02100000000002,St Johns Road,False,7715841,,,
234,235,0,,,"LINESTRING (-85.280452 31.574604, -85.28057 31.574656, -85.28072299999999 31.574742)",residential,,29.95,Singletary Road,False,7712915,,,
234,12,0,,,"LINESTRING (-85.280452 31.574604, -85.280264 31.574534, -85.28010999999999 31.574465, -85.279976 31.574372, -85.279866 31.574259, -85.279771 31.574136, -85.279332 31.573507, -85.279088 31.573208, -85.278813 31.572928, -85.278516 31.572663, -85.278429 31.572593, -85.278205 31.57241, -85.27789 31.57216, -85.277579 31.571906, -85.276949 31.571412, -85.276208 31.570825, -85.27569099999999 31.570416, -85.275355 31.570192, -85.27499299999999 31.569996, -85.27461 31.569832, -85.27421699999999 31.569689, -85.27342 31.569421, -85.27303499999999 31.569264, -85.272667 31.569071, -85.272323 31.56885, -85.27199899999999 31.568611, -85.27134599999999 31.568139, -85.270993 31.567935, -85.270757 31.567848, -85.270509 31.567792, -85.27025399999999 31.567764, -85.269998 31.567767, -85.269747 31.567802, -85.269338 31.567907, -85.26853699999999 31.568159, -85.267747 31.568442, -85.266959 31.568734, -85.26661 31.568856, -85.266561 31.568873, -85.266159 31.569001, -85.26575200000001 31.569112, -85.26411299999999 31.569513, -85.264031 31.569531)",residential,,1878.8120000000004,Singletary Road,False,7712915,,,
234,115,0,yes,,"LINESTRING (-85.280452 31.574604, -85.280432 31.575215, -85.28042600000001 31.575287, -85.28039339999999 31.5762845, -85.2803785 31.5770999, -85.280295 31.578582, -85.280261 31.579167)",trunk,2,507.75299999999993,,True,"[385169184, 385169186, 137554174]",US 431,,
235,220,0,,,"LINESTRING (-85.28072299999999 31.574742, -85.280942 31.574843, -85.281634 31.575132, -85.28194499999999 31.575255, -85.28210300000001 31.575313, -85.282263 31.575363, -85.2826067 31.5754435, -85.282758 31.575479)",residential,,210.159,Singletary Road,False,7712915,,,
235,234,0,,,"LINESTRING (-85.28072299999999 31.574742, -85.28057 31.574656, -85.280452 31.574604)",residential,,29.95,Singletary Road,False,7712915,,,
235,281,0,,,"LINESTRING (-85.28072299999999 31.574742, -85.28072899999999 31.574696, -85.280762 31.573741, -85.280799 31.572859, -85.28091689999999 31.5697598, -85.280976 31.568206, -85.281009 31.567349, -85.28109600000001 31.565151, -85.28113500000001 31.564053, -85.281193 31.562956, -85.2812169 31.562687, -85.281232 31.562517, -85.281329 31.56164, -85.281423 31.560985, -85.281494 31.560548, -85.281657 31.559677, -85.28174799999999 31.559243, -85.28189999999999 31.558594, -85.282068 31.557948, -85.282188 31.55752, -85.282314 31.557092, -85.28245200000001 31.556666, -85.282595 31.556238, -85.282664 31.556033, -85.282814 31.555611, -85.283115 31.554845, -85.283225 31.554576)",trunk,2,2265.788000000001,,True,136667270,US 431,,
236,225,0,,,"LINESTRING (-85.285518 31.57546, -85.285191 31.575322, -85.284487 31.575199, -85.28370200000001 31.575109)",residential,,177.686,Singletary Road,False,7712915,,,
237,195,0,,,"LINESTRING (-85.24273100000001 31.564917, -85.24286499999999 31.564913, -85.244117 31.564954)",residential,,131.409,Jordan Street,False,7712969,,,
237,277,0,,,"LINESTRING (-85.24273100000001 31.564917, -85.242741 31.565032, -85.242751 31.565399, -85.242751 31.565765, -85.242709 31.56613, -85.242643 31.566935, -85.242634 31.567122)",residential,,245.66100000000003,Hall Street,False,7714458,,,
237,299,0,,,"LINESTRING (-85.24273100000001 31.564917, -85.24272000000001 31.564771, -85.242732 31.564698, -85.242801 31.564412, -85.24284299999999 31.564301)",residential,,69.899,Hall Street,False,7714458,,,
